Energy,Intensity
2.908999999999977035e+02,2.820054039039418399e+02
2.909999999999976694e+02,2.844843312037575060e+02
2.910999999999976353e+02,2.849683846367515798e+02
2.911999999999976581e+02,2.872287063457993668e+02
2.912999999999976808e+02,2.908283629201282565e+02
2.913999999999976467e+02,2.932735284462513619e+02
2.914999999999976126e+02,2.946168783616575411e+02
2.915999999999976353e+02,2.981962576702608771e+02
2.916999999999976581e+02,3.021524456453120138e+02
2.917999999999976239e+02,3.046043786773061015e+02
2.918999999999975898e+02,3.076289740158076711e+02
2.919999999999976126e+02,3.108385646827100572e+02
2.920999999999976353e+02,3.124547107396277852e+02
2.921999999999976012e+02,3.152107775056185233e+02
2.922999999999975671e+02,3.178072018383373916e+02
2.923999999999975898e+02,3.191825963990808077e+02
2.924999999999976126e+02,3.182952450695689777e+02
2.925999999999975785e+02,3.184534733971364631e+02
2.926999999999975444e+02,3.215935456175349145e+02
2.927999999999975671e+02,3.221902729729047223e+02
2.928999999999975898e+02,3.215489002802959249e+02
2.929999999999975557e+02,3.221545920557561544e+02
2.930999999999975216e+02,3.220750233579960309e+02
2.931999999999975444e+02,3.205999595969798861e+02
2.932999999999975671e+02,3.208258882351455554e+02
2.933999999999975330e+02,3.188082119138405801e+02
2.934999999999974989e+02,3.186921794904168905e+02
2.935999999999975216e+02,3.186098078331355055e+02
2.936999999999975444e+02,3.167570768414939266e+02
2.937999999999975103e+02,3.156424585237746783e+02
2.938999999999974762e+02,3.148733870356809348e+02
2.939999999999974989e+02,3.125804903916567810e+02
2.940999999999975216e+02,3.108097270270952777e+02
2.941999999999974875e+02,3.083041589858842144e+02
2.942999999999974534e+02,3.072478220246963474e+02
2.943999999999974762e+02,3.049234615287492716e+02
2.944999999999974989e+02,3.036829120476755861e+02
2.945999999999974648e+02,3.017822024696346261e+02
2.946999999999974307e+02,3.002027474053685410e+02
2.947999999999974534e+02,2.972702962046412836e+02
2.948999999999974762e+02,2.961617888437160673e+02
2.949999999999974420e+02,2.939885356430393131e+02
2.950999999999974079e+02,2.936207419004570625e+02
2.951999999999974307e+02,2.919605312997146598e+02
2.952999999999974534e+02,2.926408171510820466e+02
2.953999999999974193e+02,2.902758516199085648e+02
2.954999999999973852e+02,2.901391631524456329e+02
2.955999999999974079e+02,2.880702507512436341e+02
2.956999999999974307e+02,2.890706547814448868e+02
2.957999999999973966e+02,2.870347465973081285e+02
2.958999999999973625e+02,2.861803237291987330e+02
2.959999999999973852e+02,2.852622913562788654e+02
2.960999999999974079e+02,2.843425418550036738e+02
2.961999999999973738e+02,2.832533521880760645e+02
2.962999999999973397e+02,2.821741370167420087e+02
2.963999999999973625e+02,2.812925178657104652e+02
2.964999999999973852e+02,2.825774601651473290e+02
2.965999999999973511e+02,2.807683391833539304e+02
