Energy,Intensity
3.129999999999964189e+02,2.101829499255069322e+02
3.130999999999963848e+02,2.106103381227746638e+02
3.131999999999964075e+02,2.099244968561399958e+02
3.132999999999964302e+02,2.098662407514961785e+02
3.133999999999963961e+02,2.090346960935330003e+02
3.134999999999963620e+02,2.095600363627181082e+02
3.135999999999963848e+02,2.084367818994469701e+02
3.136999999999964075e+02,2.087527840206055316e+02
3.137999999999963734e+02,2.086372818868210288e+02
3.138999999999963393e+02,2.082705739754046590e+02
3.139999999999963620e+02,2.075193303199414174e+02
3.140999999999963848e+02,2.068757859650008868e+02
3.141999999999963507e+02,2.074169844195853614e+02
3.142999999999963165e+02,2.070174995580919699e+02
3.143999999999963393e+02,2.062249185626625660e+02
3.144999999999963620e+02,2.063543849902780210e+02
3.145999999999963279e+02,2.051285826115502005e+02
3.146999999999962938e+02,2.050958561652483638e+02
3.147999999999963165e+02,2.048800282821140968e+02
3.148999999999963393e+02,2.036769273503194313e+02
3.149999999999963052e+02,2.038131107800307973e+02
3.150999999999962711e+02,2.034023130729021887e+02
3.151999999999962938e+02,2.032702962046412836e+02
3.152999999999963165e+02,2.029969950253781406e+02
3.153999999999962824e+02,2.033306987197292983e+02
3.154999999999962483e+02,2.022641852478472799e+02
3.155999999999962711e+02,2.028258629832579913e+02
3.156999999999962938e+02,2.024394838514178900e+02
3.157999999999962597e+02,2.019444963511022308e+02
3.158999999999962256e+02,2.011333299664149763e+02
3.159999999999962483e+02,2.007868740688366529e+02
3.160999999999962711e+02,2.008789424509482160e+02
3.161999999999962370e+02,2.006199338400545571e+02
3.162999999999962029e+02,2.002863564051412766e+02
3.163999999999962256e+02,2.000168177571273418e+02
3.164999999999962483e+02,1.998251811822933632e+02
3.165999999999962142e+02,1.987405368551299318e+02
3.166999999999961801e+02,1.987864700386354002e+02
3.167999999999962029e+02,1.975009216938966290e+02
3.168999999999962256e+02,1.980139137900557955e+02
3.169999999999961915e+02,1.983666826595288057e+02
3.170999999999961574e+02,1.981059821721673586e+02
3.171999999999961801e+02,1.979052044140299529e+02
